Internal Status,Site ID,Site Name,Longitude,Latitude,Site Type,Height Of Site,Account Name,Approved Report Date,Structural Report Comment,Overall Status,Total FPA,Total EPA,Foundation Status (Existing),Capacity Status (Existing),Structure Capacity (Existing),Epa (Existing),Bearing FOS (Existing),Capacity Status (+1 Operator/Additional),Structure Capacity (+1 Operator/Additional),Epa (+1 Operator/Additional),Bearing FOS (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Structure Capacity (+2 Operator/Additional),Epa (+2 Operator/Additional),Bearing FOS (+2 Operator/Additional),Capacity Status (Maximum),Structure Capacity (Maximum),Epa (Maximum),Bearing (Maximum),QA Status,Site Condition,Capacity Status (Existing),Leg Member Stress (Existing),Brace Member Stress (Existing),Horz Member Stress (Existing),Leg Bolt Stress (Existing),Brace Bolt Stress (Existing),Horz Bolt Stress (Existing),Wires Stress (Existing),Foundation (Existing),HDB (Existing),Capacity Status (+1 Operator/Additional),Leg Member Stress (+1 Operator/Additional),Brace Member Stress (+1 Operator/Additional),Horz Member Stress (+1 Operator/Additional),Leg Bolt Stress (+1 Operator/Additional),Brace Bolt Stress (+1 Operator/Additional),Horz Bolt Stress (+1 Operator/Additional),Wires Stress (+1 Operator/Additional),Foundation(+1 Operator/Additional),HDB (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Leg Member Stress (+2 Operator/Additional),Brace Member Stress (+2 Operator/Additional),Horz Member Stress (+2 Operator/Additional),Leg Bolt Stress (+2 Operator/Additional),Brace Bolt Stress (+2 Operator/Additional),Horz Bolt Stress (+2 Operator/Additional),Wires Stress (+2 Operator/Additional),Foundation(+2 Operator/Additional),HDB (+2 Operator/Additional),BOM Weight (Legs),BOM Weight (Brace),BOM Type,Foundation Type,Leg Steel Grade,Brace Steel Grade ,Site Risk Rating,Audit Status,Topography,Exposure,Actual Condition Risk,Site/Tower Risk Profile,Population,Wind Speed,Master Comment,Superseded Structural Reports,Pending Structural Reports,Approved Structural Reports,Site Report Received,Structural Report Created,Latest Site Audit Uploaded Date,Latest Site Drawing Set Uploaded Date, Legacy ID, Site Audit Description, Modelling Program
Status Set,4179,Igoma,32.97985,-2.54617,Structure-Lattice Tower,50,Helios Tanzania,17/11/2017,"v3.0_Structural Analysis_JMCG Foundation strengthened on site to v1.0 Delmec Pile Enhancement report. QA Audit 10/11/2017Equipment added  , 1no. RRU 0.42x0.4x0.115m @ Same as existing RRU, Near Antenna   [RFI 27/04/20]",Amber,,,Green,Green,80,17.7,,Green,87,20.8,,NotSet,,,,NotSet,,,,Pass,Amber,Green,80,72,77,67,63,57,,4.15,40,Green,87,87,82,74,71,63,,3.81,43,NotSet,,,,,,,,,,,,,Piled,,,49,DelmecInspected,1,C,4,1,1,29,,4,0,1,10/11/2017,17/11/2017,3/11/2017,8/3/2017,,QA Audit,MS Tower v6
Status Set,4180,Nyakahura,30.97911,-2.7537,Structure-Lattice Tower,50,Helios Tanzania,18/08/2023,"V3.0_Structural Analysis_AA. Members overstressed.	",Red,28.82546881,37.09739034,Red,Amber,122,33.2,,Amber,142,37.2,,Red,158,41.1,,NotSet,,,,Pass,Amber,Amber,94,115,112,85,122,107,,1.34,NI,Amber,123,134,120,104,142,112,,1.23,NI,Red,125,149,128,113,158,118,,1.15,NI,,,,Piled,,,36,DelmecInspected,3,C,4,1,4,40,,4,0,1,19/07/2023,18/08/2023,29/07/2018,12/2/2018,,TSS Audit,MS Tower v6
Status Set,4184,Kiloleli,32.9185,-2.49352,Structure-Lattice Tower,50,Helios Tanzania Intelli,24/08/2017,"V1_Structural Analysis_BP. Members overstressed.	",Amber,,,NI,Amber,115,7.8,,Amber,124,11,,Amber,135,14.1,,NotSet,,,,,Green,Amber,52,115,23,29,21,6,,,24,Amber,59,124,26,33,23,7,,,27,Amber,65,135,29,37,24,8,,,30,,1216.3,E+2OP,NI,275,275,,DelmecInspected,3,C,5,1,3,29,,2,0,1,30/07/2017,24/08/2017,18/08/2017,22/09/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,4185,Kibirizi,29.63535,-4.8608,Structure-Lattice Tower,36,Helios Tanzania,21/03/2019,V2_Structural Analysis_PMcC. Members overstressed.,Amber,,,Green,Amber,114,4.5,,Amber,141,7.6,,Amber,143,10.8,,NotSet,,,,,Green,Amber,62,114,27,31,25,7,,5.12,36,Amber,74,141,37,37,28,9,,4.31,43,Amber,83,143,38,42,31,10,,3.87,48,0,484.5,Existing,Raft,355,355,50,DelmecInspected,1,C,5,2,2,40,,2,0,1,4/3/2019,21/03/2019,14/03/2019,4/4/2019,,Structural Survey Audit,MS Tower v6
Status Set,4186,Kasanda,30.85313,-3.38184,Structure-Lattice Tower,50,Helios Tanzania,20/11/2019,V4_Structural Analysis_PO. Members overstressed. Foundation enhancement done on site. QA Audit 12/11/2019.,Red,,,Green,Red,153,14.7,,Red,176,17.8,,Red,192,21,,NotSet,,,,Pass,Amber,Red,132,128,102,153,135,143,,1.51,NI,Red,171,155,113,176,149,153,,,,Red,177,182,124,192,164,165,,,,0,1436.5,Existing,UpgradedPiled,355,355,34,DelmecInspected,3,C,3,1,5,40,,6,0,1,12/11/2019,20/11/2019,15/07/2019,25/03/2019,,TSS Audit,MS Tower v6
Status Set,4188,Mabira,30.93748,-1.26398,Structure-Lattice Tower,50,Helios Tanzania,7/2/2020,V3_Structural Analysis_BL. Members overstressed.Tower strengthened on site to V3.0 Delmec report. QA Audit 28/01/2020.Different member sizes used for some parts of the strengthening. See QA for more details. Review strengthening QA before doing further analysis. ,Amber,,,NI,Green,100,,,Green,,,,Green,,,,NotSet,,,,Pass,Amber,Green,99,94,93,96,99,100,,,NI,Green,,,,,,,,,,Green,,,,,,,,,,,,,NI,,,,DelmecInspected,3,C,4,4,3,40,,4,0,1,28/01/2020,7/2/2020,16/07/2019,27/07/2018,,TSS Audit,MS Tower v6
Status Set,4189,Ruingura,31.7324,-1.625,Structure-Lattice Tower,50,Helios Tanzania,13/11/2018,"V4_Structural Analysis_DK. Members overstressed.	",Amber,,,GreenAssumed,Amber,118,6.5,,Red,154,9.7,,Red,179,12.9,,NotSet,,,,Pass,Amber,Amber,100,92,118,83,115,92,,1.54,NI,Red,135,116,154,106,130,116,,1.36,NI,Red,138,133,179,121,145,134,,1.22,NI,0,357.5,Existing,Piled,355,355,43,DelmecInspected,3,C,4,1,3,40,,5,0,1,25/09/2018,13/11/2018,26/10/2018,1/2/2019,,Structural Survey Audit,MS Tower v6
Status Set,4190,Sima,32.5526,-2.72186,Structure-Lattice Tower,50,Helios Tanzania,29/07/2016,V2.0_Structural Analysis_AELF_Strengthened on site,Green,,,NI,Green,,23.8,,Green,,27,,Green,96,30.1,,NotSet,,,,Pass,Green,Green,,,,,,,,,35,Green,,,,,,,,,39,Green,96,80,84,75,42,31,,,42,,173.89,,NI,275,275,,DelmecInspected,1,C,5,4,5,29,,2,0,1,12/6/2016,29/07/2016,16/06/2016,3/4/2017,,Structural Survey Audit,MS Tower v6
Status Set,4191,Mvungwe,30.47248,-4.18355,Structure-Lattice Tower,50,Helios Tanzania,4/5/2022,"V4.0_Structural Analysis_MM. Members overstressed.	",Red,,,Red,Red,215,26.7,,Red,258,30.7,,Red,263,34.6,,NotSet,,,,Pass,Green,Red,215,165,113,172,202,133,,1.19,NI,Red,258,186,123,190,227,152,,1.09,NI,Red,263,211,135,204,258,165,,1.02,NI,1925.1,4355.6,Existing + RFI,Piled,355,355,26,DelmecInspected,3,C,5,1,5,40,,6,0,1,6/3/2019,4/5/2022,15/04/2022,12/4/2019,,Special Site Inspection,MS Tower v6
Status Set,4193,Kishanda,31.5393,-1.72241,Structure-Lattice Tower,50,Helios Tanzania,3/4/2019,"V6_Structural Analysis_AM. Members overstressed. Tower strengthened to v6.0 Delmec report. QA Audit 20/01/2019. (Foundation is now failing).**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 2.57x0.26x0.1m @47m az 50/145/260deg**Equipment added: 3no. GSM Antennas 2.646x0.262x0.15 @47m,3no. RRUs 0.4x0.3x0.1 @47m,1no. MW Dishes 0.6m @44m [RFI 19/02/2020]",Amber,,,Green,Amber,136,16.6,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Amber,110,112,106,126,116,136,,1.46,NI,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,UpgradedPiled,,,35,DelmecInspected,2,C,5,4,3,40,,9,0,1,20/01/2019,3/4/2019,27/08/2018,3/10/2018,,Structural Survey Audit,MS Tower v6
Status Set,4194,Benaco,30.84764,-2.49928,Structure-Lattice Tower,50,Helios Tanzania,3/7/2020,V3_Structural Analysis_PMcC. Members overstressed. Foundation enhancement done on site to V1.0 PFE report. QA Audit 20/06/2020.,Red,,,Green,Red,202,7.3,,Red,222,10.4,,Red,241,13.6,,NotSet,,,,Pass,Amber,Red,86,202,96,83,105,70,,,,Red,105,222,105,97,116,81,,,,Red,119,241,114,108,126,91,,3.15,,,408.4,Existing,UpgradedPiled,355,355,,DelmecInspected,1,C,4,4,3,40,,4,0,1,20/06/2020,3/7/2020,3/7/2018,25/07/2018,,Structural Survey Audit,MS Tower v6
Status Set,4195,Usetu_Kisuke,32.43227,-4.12079,Structure-Lattice Tower,50,Helios Tanzania,8/6/2018,"V1_Structural Analysis_PMcC.  Build to Suit, onsite QA to v1.0 Delmec report. QA Audit 03/11/2018 (Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis)**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 2.00x0.25x0.13m @48m az 0/120/240deg**",Amber,,,Green,Green,67,6.5,,Green,76,9.6,,NotSet,,,,NotSet,,,,Pass,Amber,Green,67,67,53,58,42,12,,3.23,34,Green,76,74,61,66,50,14,,2.78,40,NotSet,,,,,,,,,,,,,IndividualFooting,345,235,54,DelmecInspected,1,C,4,4,3,40,,0,0,1,8/6/2018,8/6/2018,18/06/2018,14/03/2019,,Special Site Inspection,MS Tower v6
Status Set,4198,Suguti,33.5972,-1.776,Structure-Lattice Tower,60,Helios Tanzania,13/06/2016,"V2.0_Structural Analysis_MM_Strengthened on site, QA - 25/10/16Equipment added: 3no. GSM Antennas 2.25x0.58x0.1m @55/55/55m,1no. MW Dish 1.2m @52m  [RFI 15/12/17]V1.0_PFE_NE",Amber,,,Green,Amber,114,28.6,,Amber,114,31.8,,Amber,142,34.9,,NotSet,,,,Pass,Green,Amber,72,114,96,77,98,98,,2.83,93,Amber,78,114,101,82,103,103,,2.65,99,Amber,90,142,106,89,108,108,,2.45,107,,2182.32,,Piled,300,300,55,DelmecInspected,3,C,5,4,5,29,,2,0,1,23/05/2016,13/06/2016,31/03/2019,7/11/2019,,TSS Audit,MS Tower v6
Pending,4199,Kanona UCSAF,31.00732,-1.38285,Structure-Lattice Tower,35,Helios Tanzania,,,NotSet,,,NotSet,NotSet,,,,NotSet,,,,NotSet,,,,NotSet,,,,,Amber,NotSet,,,,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,,,,Unaudited,1,C,2,,,40,,0,1,0,01/01/0001,01/01/0001,,,,,
Status Set,4200,Murongo,30.68612,-1.08692,Structure-Lattice Tower,72,Helios Tanzania,18/06/2024,,Red,,,NotSet,Amber,130,14.2,,Amber,142,19,,NotSet,,,,NotSet,,,,Pass,Amber,Amber,113,101,130,,,,,,,Amber,142,109,136,,,,,,,NotSet,,,,,,,,,,,,,NI,S355,S275,,DelmecInspected,3,C,3,4,5,40,,9,0,1,12/6/2024,18/06/2024,15/07/2019,27/03/2019,,TSS Audit,ASM Tower
Status Set,4201,Ukara,33.04472,-1.83698,Structure-Lattice Tower,50,Helios Tanzania,22/10/2018,"V2_Structural Analysis_NE. 	",Green,,,NI,Green,99,12.3,,Amber,109,15.5,,Amber,118,18.7,,NotSet,,,,,Green,Green,53,99,23,29,16,7,,,22,Amber,60,109,26,32,17,7,,,25,Amber,66,118,28,35,19,8,,,27,0,270.9,Existing + 1 Operator,NI,275,275,,DelmecInspected,1,C,5,1,3,29,,1,0,1,14/09/2018,22/10/2018,19/10/2018,23/11/2018,,Structural Survey Audit,MS Tower v6
Status Set,4202,Bujula_Eucsaf,32.39552,-3.15038,Structure-Lattice Tower,40.6,Helios Tanzania,16/08/2022,"V1.0_Structural Analysis_SD. 	",Green,,,NI,Green,44,3.1,,Green,66,7,,Green,74,11,,NotSet,,,,,Green,Green,44,28,15,11,16,11,,,19,Green,66,48,20,14,28,15,,,26,Green,74,47,26,16,28,19,,,30,,,,NI,355,355,,DelmecInspected,1,C,5,5,4,29,,0,0,1,27/06/2022,16/08/2022,14/07/2022,,,Structural Survey Audit,MS Tower v6
Status Set,4203,Katanguru,32.68293,-2.51297,Structure-Lattice Tower,50,Helios Tanzania,7/2/2020,V3_Structural Analysis_PO. Members overstressed.Foundation Enhancment done on site. QA Audit 27/01/2020,Red,,,Green,Red,162,18.9,,Red,172,22.1,,Red,184,25.2,,NotSet,,,,Pass,Green,Red,85,162,115,75,107,72,,,,Red,96,172,122,84,114,78,,,,Red,105,184,130,92,122,84,,3.58,NI,,501,,UpgradedPiled,355,355,,DelmecInspected,3,C,5,1,3,29,,5,0,1,27/01/2020,7/2/2020,3/4/2019,25/04/2019,,Structural Survey Audit,MS Tower v6
Status Set,4204,Salama_Hill,33.62669,-2.58942,Structure-Lattice Tower,50,Helios Tanzania,7/3/2022,"V4.0_Structural Analysis_AA. Members overstressed.	Some members and bolts from QA Audit 28/01/2020 and RFI included in analysis.",Red,,,Red,Red,293,37,,Red,362,40.9,,Red,362,44.9,,NotSet,,,,Pass,Green,Red,218,293,114,142,117,110,,1.25,NI,Red,260,362,121,160,135,123,,1.15,NI,Red,268,362,129,174,146,132,,1.08,NI,,,,Raft,355,355,33,DelmecInspected,3,C,5,4,5,40,,5,0,1,28/01/2020,7/3/2022,12/6/2018,15/01/2018,,Special Site Inspection,MS Tower v6
Status Set,4205,Mhangu,32.87604,-3.285,Structure-Lattice Tower,50,Helios Tanzania,5/4/2019,"V2_Structural Analysis_PO. 	",Red,,,Green,Red,179,12.8,,Red,197,16,,Red,214,19.2,,NotSet,,,,Pass,Green,Red,108,179,123,100,148,74,,1.5,65,Red,129,197,134,115,163,82,,1.31,74,Red,144,214,146,127,178,90,,1.19,81,,,,Raft,355,275,39,DelmecInspected,1,C,5,4,1,40,,3,0,1,24/03/2019,5/4/2019,17/04/2016,15/04/2019,,Maintenance Inspection Audit,MS Tower v6
Status Set,4206,Solwa,32.89709,-3.40303,Structure-Lattice Tower,50,Helios Tanzania,3/4/2018,"Tower strengthened on site to v4.0 Delmec report. QA Audit 27/03/2018**RFI from ""Inventory Database for Q3"" Added: 1no. MW Dish 0.6m @20m az 350deg**",Amber,,,NI,Green,93,16.6,,Green,100,19.7,,Amber,108,22.9,,NotSet,,,,Pass,Amber,Green,83,87,88,80,93,93,,,83,Green,96,93,94,93,100,99,,,91,Amber,107,100,101,105,108,106,,,99,,,,NI,275/355,275,,DelmecInspected,1,C,4,4,1,40,No Site Photographs,5,0,1,27/03/2018,3/4/2018,15/09/2017,13/03/2019,,TSS Audit,MS Tower v6
Status Set,4207,Buhangija,33.41543,-3.68445,Structure-Lattice Tower,36,Helios Tanzania,6/12/2021,"V4.0_Structural Analysis_AA. Members overstressed.	Equipment used from QA audit (01/10/2021)",Amber,,,NI,Amber,116,19.3,,Amber,136,23.3,,Amber,147,27.2,,NotSet,,,,Pass,Green,Amber,116,114,107,113,92,70,,,68,Amber,136,132,116,127,102,78,,,76,Amber,147,141,124,137,109,83,,,82,,,,NI,355,355,,DelmecInspected,1,C,5,5,2,40,,5,0,1,1/10/2021,6/12/2021,26/10/2021,23/04/2019,,Completion Packs,MS Tower v6
Status Set,4208,Ishozi_Eucsaf,31.77072,-1.18805,Structure-Lattice Tower,34.9,Helios Tanzania,1/1/2023,V1.0_SA_MSR.Members overstressed.,Amber,,,NI,Amber,128,3.1,,Red,164,7,,Red,192,11,,NotSet,,,,,Amber,Amber,128,108,35,39,50,16,,,NI,Red,164,135,43,72,67,30,,,NI,Red,192,157,50,85,83,29,,,NI,1526.9,1653.7,Existing +2 Operators,NI,355,275,,DelmecInspected,3,C,3,2,4,40,,0,0,1,25/07/2022,1/1/2023,25/10/2022,,4208,Structural Survey Audit,MS Tower v6
Status Set,4209,Ibaya,32.703,-5.32256,Structure-Lattice Tower,50,Helios Tanzania,12/3/2019,V3_Structural Analysis_GF. Members overstressed.  Foundation enhancement done on site. QA Audit 19/02/2019.,Red,,,Green,Red,169,20.6,,Red,189,23.8,,Red,203,26.9,,NotSet,,,,Pass,Green,Red,118,169,33,66,46,14,,,,Red,130,189,36,73,49,16,,1.5,72,Red,143,203,40,80,53,17,,,,,,,Raft,275,235,,DelmecInspected,3,C,5,1,5,33,,4,0,1,19/02/2019,12/3/2019,1/9/2019,23/08/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,4210,Ishunju_Eucsaf,31.78391,-1.12912,Structure-Lattice Tower,40.6,Helios Tanzania,14/12/2022,"V1.0_Structural Analysis_FTZ. 	",Amber,,,NotSet,Green,70,3.1,,Green,90,7,,Amber,107,11,,NotSet,,,,,Amber,Green,70,46,41,29,42,15,,,69,Green,90,64,49,35,59,21,,,85,Amber,107,77,59,40,71,25,,,99,0,43.5,+2OP,NI,355,355,,DelmecInspected,3,C,4,2,4,40,,0,0,1,17/09/2022,14/12/2022,29/09/2022,,,Structural Survey Audit,MS Tower v6
Status Set,4211,Mwashina Hill,33.2752,-4.08224,Structure-Lattice Tower,50,Helios Tanzania Intelli,18/05/2023,"Tower strengthened on site to v1.0 Delmec report. QA Audit 15/11/2017. Foundation enhancement done on site. QA Audit 16/04/2023Equipment added: 3no. GSM Antennas 2.25x0.58x0.1m @47/47/47m,1no. MW Dish 1.2m @45m  [RFI 15/12/17]",Amber,,,Green,Amber,124,9.3,,Amber,141,12.5,,Red,158,15.7,,NotSet,,,,Pass,Green,Amber,119,124,111,101,98,88,,2.6,69,Amber,139,141,120,117,113,97,,2.28,78,Red,156,158,131,130,130,109,,2.07,87,,,,Piled,275,235,44,DelmecInspected,3,C,5,1,3,33,,1,0,1,16/04/2023,18/05/2023,16/03/2019,8/9/2017,,TSS Audit,MS Tower v6
Status Set,4212,Bupendwamhela,32.1334,-2.44075,Structure-Lattice Tower,50,Helios Tanzania,26/01/2018,"- V2_Structural Analysis_SJA - Pile Foundation Enhancement on site to v1.0 Delmec report. QA Audit 13/01/2018**RFI from ""Inventory Database for Q3"" Added: 4no. GSM Antennas 2.57x0.26x0.1m @46m az 300/30/130/220deg, 3no. GSM Antennas 0.6/0.6/0.6m @48/48/48m az 40/151/297deg**",Amber,,,Green,Amber,103,25.9,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Amber,93,88,103,78,98,72,,3.36,51,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,Piled,275,275,53,DelmecInspected,2,C,5,4,3,29,,3,0,1,13/01/2018,26/01/2018,14/12/2017,14/08/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,4213,Tango Hill,32.1874,-2.84833,Structure-Lattice Tower,50,Helios Tanzania,12/4/2017,"V2.0_Structural Analysis_AV. Members overstressedEquipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.6m @25m  [RFI 8/04/17]Equipment added: 1no. MW Dishes 0.6m @30m [RFI 17/02/2020]Equipment added: 3no. GSM Antennas 2x0.298x0.125 @48.15m,1no. RRUs 0.42x0.4x0.115 @48.15m, [RFI 27/04/2020]",Red,,,NI,Red,167,10.5,,Red,185,13.6,,NotSet,,,,NotSet,,,,,Amber,Red,95,167,37,47,28,18,,,40,Red,104,185,41,51,30,18,,,45,NotSet,,,,,,,,,,0,344,,NI,235,235,,DelmecInspected,3,C,2,4,3,29,,2,0,1,2/3/2017,12/4/2017,28/04/2017,12/5/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,4215,Didia,33.08323,-3.82234,Structure-Lattice Tower,50,Helios Tanzania Intelli,7/5/2019,"V2_Structural Analysis_BL. Members overstressed.	",Red,,,NI,Red,159,12.5,,Red,179,15.7,,Red,196,18.8,,NotSet,,,,,Green,Red,125,159,131,99,59,37,,,88,Red,141,179,154,111,67,43,,,97,Red,153,196,170,121,73,48,,,NI,,886,Existing,NI,355,355,,DelmecInspected,1,C,5,4,1,40,,2,0,1,13/03/2019,7/5/2019,20/03/2019,27/03/2019,,Structural Survey Audit,MS Tower v6
Status Set,4216,Nyambiti,33.4036,-2.82514,Structure-Lattice Tower,50,Helios Tanzania,7/2/2020,V2_Structural Analysis_GF. Members overstressed. Foundation enhancement done on site. QA Audit 26/01/2020.,Amber,,,Green,Amber,109,7.4,,Amber,119,10.6,,Amber,131,13.7,,NotSet,,,,Pass,Green,Amber,43,109,49,42,67,35,,,,Amber,49,119,53,48,74,41,,,,Amber,58,131,58,55,81,48,,6.42,NI,,,,UpgradedPiled,355,275,,DelmecInspected,1,C,5,3,3,29,,3,0,1,26/01/2020,7/2/2020,29/03/2019,9/1/2018,,TSS Audit,MS Tower v6
Status Set,4217,Rubya,32.89402,-2.05526,Structure-Lattice Tower,50,Helios Tanzania,5/4/2019,"V2_Structural Analysis_PMcC.Equipment added: 3no. GSM Antennas 2.4x0.4x0.1 @48m,3no. RRUs 0.4x0.3x0.1 @48.4m,1no. MW Dishes 1.2m @43m [RFI 13/03/2020]",Green,,,NI,Green,80,16.2,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,80,50,36,63,22,11,,,34,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,355,355,,DelmecInspected,1,C,5,1,1,29,,2,0,1,27/03/2019,5/4/2019,18/08/2019,15/04/2019,,Maintenance Inspection Audit,MS Tower v6
Status Set,4219,Kakunyu_Eucsaf,31.22451,-1.10804,Structure-Lattice Tower,34.8,Helios Tanzania,27/12/2022,"V1.0_Structural Analysis_FTZ. 	",Amber,,,NI,Green,70,3.5,,Green,89,7.5,,Green,100,11.4,,NotSet,,,,,Amber,Green,70,56,21,21,27,15,,,60,Green,89,70,30,26,37,22,,,78,Green,100,80,30,30,44,22,,,92,,,,NI,355,275,,DelmecInspected,1,C,3,5,5,40,,0,0,1,19/07/2022,27/12/2022,31/10/2022,,,Structural Survey Audit,MS Tower v6
Status Set,4220,Kirumba,32.8977,-2.50395,Rooftop-Ballast Pole,15.52,Helios Tanzania,24/09/2023,V3.0_SA_WK (Pole Overstressed),Red,7.113651339,9.685021671,NotSet,Red,226,8,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Amber,Red,226,,,,,,,,31,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,235,355,,DelmecInspected,1,C,4,2,2,29,,2,0,1,27/08/2023,24/09/2023,4/9/2023,10/10/2016,,Special Site Inspection,MS Tower v6
Status Set,4221,Nyamagana,32.89844,-2.51967,Rooftop-Ballast Pole,6,Helios Tanzania,14/05/2019,V1.0_FR_SCV1.0_SA_JC.Tower strengthened on site to v1.0 Delmec report. QA Audit 01/03/2022. Re-run required.,Red,,,NI,Red,182,4.2,,Red,279,7.1,,Red,376,10,,NotSet,,,,Pass,Green,Red,182,73,,,85,,34,,71,Red,279,102,,,120,,47,,98,Red,376,131,,,150,,58,,NI,,,,RoofMounted,,,,DelmecInspected,1,D,5,2,2,29,,0,0,1,4/2/2019,14/05/2019,23/11/2021,18/02/2022,,Structural Survey Audit,MS Tower v6
Status Set,4222,Shinyanga Town,33.4141,-3.64839,Structure-Lattice Tower,35,Helios Tanzania Intelli,26/01/2018,"Tower strengthened on site to v1.0 Delmec report. QA Audit 14/01/2018**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 2.438x0.311x0.12m @35m az 60/220/100deg**",Amber,,,NI,Green,,9.9,,Green,97,13.1,,NotSet,,,,NotSet,,,,Pass,Amber,Green,,,,,,,,,45,Green,97,90,35,43,37,10,,,50,NotSet,,,,,,,,,,,,,NI,235,235,,DelmecInspected,1,C,4,5,2,40,,3,0,1,14/01/2018,26/01/2018,25/09/2017,29/08/2017,,TSS Audit,MS Tower v6
Status Set,4223,Ibwera,31.62225,-1.44096,Structure-Lattice Tower,50,Helios Tanzania Intelli,23/03/2022,V4.0_Structural Analysis_BP. Members overstressed.,Red,,,Red,Red,466,29.6,,Red,502,33.6,,Red,537,37.5,,NotSet,,,,,Green,Red,240,466,210,203,293,181,,1.3,NI,Red,273,502,225,227,315,198,,1.18,NI,Red,300,537,241,248,338,216,,1.08,NI,4358.5,5680.2,Selective Existing,Piled,275,235,23,DelmecInspected,3,C,5,4,3,40,,5,0,1,6/2/2019,23/03/2022,26/02/2020,30/11/2020,,TSS Audit,MS Tower v6
Status Set,4224,Kalenge_Eucsaf,31.18157,-3.07493,Structure-Lattice Tower,30,Helios Tanzania,24/12/2022,"V1.0_Structural Analysis_HMK. 	",Amber,,,Green,Green,61,3.1,,Green,83,7,,Green,94,11,,NotSet,,,,,Amber,Green,61,58,13,43,39,8,,3.1,36,Green,83,68,16,53,53,12,,2.48,47,Green,94,76,18,62,63,12,,2.15,55,,,,Raft,355,355,53,DelmecInspected,1,C,3,4,3,40,,0,0,1,17/09/2022,24/12/2022,28/10/2022,,,Structural Survey Audit,MS Tower v6
Status Set,4225,Mara majimoto,34.32493,-1.64591,Structure-Lattice Tower,50,Helios Tanzania,31/07/2019,V3_Structural Analysis_PMcC. Members overstressed. Foundation enhancement done on site. QA Audit 14/07/2019.,Amber,,,Green,Amber,145,32.2,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Amber,Amber,116,130,145,117,139,110,,2.72,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,495.4,Existing,UpgradedPiled,355,275,,DelmecInspected,3,C,4,1,5,29,,5,0,1,14/07/2019,31/07/2019,29/03/2019,29/03/2019,,TSS Audit,MS Tower v6
Status Set,4226,Kamena_Eucsaf,32.2844,-3.04811,Structure-Lattice Tower,30,Helios Tanzania,21/12/2022,"V1.0_Structural Analysis_M.K. 	",Amber,,,Green,Green,32,3.1,,Green,44,7,,Green,50,11,,NotSet,,,,,Amber,Green,32,32,7,23,24,4,,5.32,17,Green,44,38,8,29,28,5,,4.18,23,Green,50,43,10,33,33,6,,3.6,27,,,,Raft,355,355,55,DelmecInspected,1,C,3,5,4,29,,0,0,1,28/09/2022,21/12/2022,28/09/2022,,,Structural Survey Audit,MS Tower v6
Status Set,4227,Imara Kaseko,33.11401,-5.25031,Structure-Lattice Tower,50,Helios Tanzania Intelli,18/07/2017,"V1_Structural Analysis_E.C. Members overstressed.	- Pile Foundation Enhanced to F.E. report v1.0. QA audit 10/01/2018",Amber,,,Green,Amber,132,6.6,,Amber,146,9.8,,Red,159,13,,NotSet,,,,Pass,Amber,Amber,71,132,61,54,77,47,,5.07,33,Amber,85,146,67,63,85,54,,4.37,38,Red,95,159,73,71,93,61,,3.93,43,,6.28,,Piled,235,235,50,DelmecInspected,1,C,2,4,3,33,,2,0,1,20/06/2017,18/07/2017,14/12/2017,23/08/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,4228,Kigwa,33.1368,-5.12303,Structure-Lattice Tower,50,Helios Tanzania Intelli,25/09/2018,"V1.1_Structural Analysis_AM. 	**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 1.3x0.15x0.07m @34m az 10/120/230deg**",Amber,,,Green,Amber,102,14.9,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Amber,91,102,87,77,85,70,,3.98,47,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,Piled,275,275,54,DelmecInspected,1,C,5,5,3,33,,5,0,1,2/2/2017,25/09/2018,3/11/2017,17/03/2017,,QA Audit,MS Tower v6
